Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
5171,106746,23,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,0,01-Sep-2016,19:53:56,,,605,,,,,,,77,112,90,11,232,136,18,57,0,207,92,212,210,8,143,16,1,255,24,203,16,0,0,,,,,,,,,
5171,106746,3,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,0,01-Sep-2016,19:55:23,,,605,,,,,,,43,73,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,106746,3,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,0,01-Sep-2016,19:56:06,,,605,,,,,,,64,177,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,106746,3,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,0,01-Sep-2016,19:59:01,,,605,,,,,,,32,78,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,106746,23,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,0,01-Sep-2016,20:01:09,,,605,,,,,,,69,112,90,11,232,136,18,57,0,208,17,23,148,8,163,20,1,255,24,203,48,0,0,,,,,,,,,
5171,106746,3,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,1,01-Sep-2016,20:01:53,,,605,,,,,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,106746,3,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,0,01-Sep-2016,20:02:35,,,605,,,,,,,41,83,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,106746,3,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,1,01-Sep-2016,20:03:18,,,605,,,,,,,79,178,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,106746,3,P,1,1,01-Sep-2016,19:58:37,41.6910,-69.4710,,401677535,-127,56,3,01-Sep-2016,20:04:01,,,605,,,,,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,106746,3,R,B,2,01-Sep-2016,21:40:06,41.6790,-69.4430,,401677535,-131,8,0,01-Sep-2016,21:38:45,,,162,,,,,,,42,108,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
